"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause"
"0060200",2015,"MO","ST LOUIS","63120","PLOVER",3,0,3,"Unknown"
"2015007",2015,"MO","Glenwood","63541","Locust",1,0,1,"Unknown"
"112",2015,"MO","Dexter","63841","Poplar",1,0,1,"Unknown"
"0000080",2015,"MO","BRANSON","65616","HAWTHORN",1,0,1,"Exposure"
"414",2015,"MO","Warrenton","63383","ROY",1,0,1,"Unknown"
"1500448",2015,"MO","Potosi","63664","10226 Simmental Ln",1,0,1,"Unknown"
"1500172",2015,"MS","liberty","39645","travis rd",1,0,1,"Unknown"
"1500808",2015,"MS","LIBERTY","39645","Lazy Creek",1,0,1,"Other Unintentional, Careless"
"5349",2015,"MS","Alligator","38720","BRUNO",1,0,1,"Other Unintentional, Careless"
"0815009",2015,"MS","Jonestown","38639","Martin Luther King ",1,0,1,"Unknown"
"0915005",2015,"MS","Lyon","38645","Morris Trailer",1,0,1,"Smoking"
"200",2015,"MS","Crystal Springs","39059","camp",1,0,1,"None"
"15-03-0",2015,"MS","Walls","38680","Broken Hickory",1,0,1,"Unknown"
"15-03-0",2015,"MS","Walls","38680","Broken Hickory",1,0,1,"Unknown"
"2015-57",2015,"MS","Lucedale","39452","Park Dr",1,0,1,"Other Unintentional, Careless"
"0004422",2015,"MS","Biloxi","39532","Landing",1,0,1,"Other Unintentional, Careless"
"0004422",2015,"MS","Biloxi","39532","Landing",1,0,1,"Exposure"
"0004422",2015,"MS","Biloxi","39532","Landing",1,0,1,"Exposure"
"104",2015,"MS","Bolton","39041","Grand",1,0,1,"Unknown"
"2015-10",2015,"MS","Bolton","39041","Grand",1,0,1,"Unknown"
"2834",2015,"MS","Bolton","39041","Grand",1,0,1,"Unknown"
"2834",2015,"MS","Bolton","39041","Grand",1,0,1,"Open Flame"
"0004636",2015,"MS","JACKSON","39204","HOOKER ST",1,0,1,"Unknown"
"43",2015,"MS","Tchula","39169","Lacy Rd",1,0,1,"Other Unintentional, Careless"
"0000515",2015,"MS","Moss Point","39563","Riverwood",1,0,1,"Unknown"
"0000515",2015,"MS","Moss Point","39563","Riverwood",1,0,1,"Unknown"
"0001314",2015,"MS","Moss Point","39563","Riverwood",1,0,1,"Other Unintentional, Careless"
"0000440",2015,"MS","Pascagoula","39581","Chateau",1,0,1,"Electrical Malfunction"
"0119151",2015,"MS","Bassfield","39421","Harper",2,0,2,"Unknown"
"0000724",2015,"MS","LAUREL","39443","NORTHEAST",1,0,1,"Electrical Malfunction"
"1436",2015,"MS","Collinsville","39325","wilsondale",1,0,1,"Other Unintentional, Careless"
"802",2015,"MS","MERIDIAN","39305","Suqualena",2,0,2,"Other Unintentional, Careless"
"56",2015,"MS","Baldwyn","38824","370",1,0,1,"Unknown"
"0121151",2015,"MS","red banks","38661","526 carey chapel rd",1,0,1,"Other Unintentional, Careless"
"0015630",2015,"MS","Amory","38821","Martin Luther King Jr",1,0,1,"Unknown"
"1507673",2015,"MS","Union","39365","Road 363",1,0,1,"Unknown"
"0000090",2015,"MS","Lawrence","39336","Tom Hughs",1,0,1,"Other Unintentional, Careless"
"0122101",2015,"MS","Picayune","39466","West",1,0,1,"Appliances"
"010051",2015,"MS","Mccomb","39648","pleasant grove",1,0,1,"Unknown"
"0300152",2015,"MS","Mccomb","39648","Warren",1,0,1,"Unknown"
"1200685",2015,"MS","Mccomb","39648","Peoples",1,0,1,"Appliances"
"89",2015,"MS","Rolling Fork","39159","16",1,0,1,"Other Unintentional, Careless"
"1511",2015,"MS","Louisville","39339","Pleasant Grove",1,0,1,"Other Unintentional, Careless"
"2015105",2015,"MS","Benton","39039","Rusche",1,0,1,"Intentional"
"0001632",2015,"MT","Butte","59701","Waterline",1,0,1,"Smoking"
"0000165",2015,"MT","COLUMBIA FALLS","59912","TRUMBLE CREEK",2,0,2,"Unknown"
"0000165",2015,"MT","COLUMBIA FALLS","59912","TRUMBLE CREEK",2,0,2,"Exposure"
"1158",2015,"MT","Evergreen","59901","Rose Crossing",1,0,1,"Unknown"
"1250",2015,"MT","Columbia Falls","59912","Trumble Creek",2,0,2,"None"
"0000471",2015,"MT","Miles City","59301","Doeden",1,0,1,"Unknown"
"0015032",2015,"MT","Miles City","59301","Doeden",1,0,1,"None"
"0201569",2015,"MT","WOLF POINT","59201","8TH AVE NORTH",1,0,1,"Unknown"
"01vfd49",2015,"MT","Anaconda","59711","374 Gospel Hill",5,0,5,"Intentional"
"2015052",2015,"MT","Superior","59872","Longview Ranch",1,0,1,"None"
"2015052",2015,"MT","Superior","59872","Longview Ranch",1,0,1,"Unknown"
"0001847",2015,"NC","Burlington","27215","Hickory Hill",1,0,1,"Unknown"
"017682",2015,"NC","SUPPLY","28462","Hazelnut",3,0,3,"Other Unintentional, Careless"
"017682",2015,"NC","SUPPLY","28462","Hazelnut",3,0,3,"Exposure"
"017682",2015,"NC","SUPPLY","28462","Hazelnut",3,0,3,"Exposure"
"0007",2015,"NC","Leicester","28748","CLARKS BRANCH",1,0,1,"Unknown"
"00102",2015,"NC","Leicester","28748","Boyd Cove",1,0,1,"Unknown"
"2150202",2015,"NC","Lenoir","28645","Grove",1,0,1,"Heating"
"588",2015,"NC","Andrews","28901","Pine Grove",2,0,2,"Appliances"
"588",2015,"NC","Andrews","28901","Pine Grove",2,0,2,"Exposure"
"588",2015,"NC","Andrews","28901","Pine Grove",2,0,2,"Exposure"
"0090147",2015,"NC","TYNER","27980","WALTON",1,0,1,"Cooking"
"0000076",2015,"NC","Havelock","28532","178 Thomas Bell Jay Rd",1,0,1,"Unknown"
"5021758",2015,"NC","FAYETTEVILLE","28303","WARMSPRINGS",1,0,1,"Unknown"
"5042136",2015,"NC","FAYETTEVILLE","28303","GAZELLA",1,0,1,"Investigation with Arson Module"
"0000337",2015,"NC","Poplar Branch","27965","Macedonia Church",1,0,1,"Unknown"
"1527659",2015,"NC","DURHAM","27704","ROXBORO",1,0,1,"Smoking"
"5000652",2015,"NC","ROCKY MOUNT","27801","BEVERLY",1,0,1,"Electrical Malfunction"
"5003518",2015,"NC","Rocky Mount","27801","ROSE",1,0,1,"Investigation with Arson Module"
"1523999",2015,"NC","WINSTONSALEM","27127","Cooper Lake",1,0,1,"Cooking"
"1510709",2015,"NC","WINSTON SALEM","27101","WEST END",1,0,1,"Electrical Malfunction"
"0000385",2015,"NC","BUNN","27508","HIDDEN HILLS",1,0,1,"Unknown"
"0000811",2015,"NC","GASTONIA","28052","GAIL",1,0,1,"Open Flame"
"15",2015,"NC","ROBBINSVILLE","28771","WILLIE COLVIN",1,0,1,"Other Unintentional, Careless"
"1503538",2015,"NC","Hookerton","28538","Mike Stocks",1,0,1,"Other Unintentional, Careless"
"0930063",2015,"NC","GREENSBORO","27405","HOLDEN",1,0,1,"Investigation with Arson Module"
"0003915",2015,"NC","Stokesdale","27357","STOKESDALE",1,0,1,"Open Flame"
"2015058",2015,"NC","Enfield","27823","Hwy 481",1,0,1,"Unknown"
"2015393",2015,"NC","Enfield","27823","Franklin",1,0,1,"Unknown"
"0000064",2015,"NC","FUQUAY VARINA","27526","PINEY GROVE RAWLS",1,0,1,"Unknown"
"29",2015,"NC","Broad River","28711","Auten",2,0,2,"None"
"5",2015,"NC","Etowah","28729","Cornflower",1,0,1,"Intentional"
"0011437",2015,"NC","Benson","27504","BENSONHARDEE",1,0,1,"Unknown"
"0040992",2015,"NC","POLLOCKSVILLE","28573","OLIVER ST",1,0,1,"Equipment Misoperation, Failure"
"61",2015,"NC","Nebo","28761","John Swafford",1,0,1,"Other Equipment"
"24933",2015,"NC","Charlotte","28209","SEWICKLEY",1,0,1,"Other Heat"
"35797",2015,"NC","Charlotte","28215","HARPLEY",2,0,2,"Intentional"
"66147",2015,"NC","Charlotte","28213","TOM HUNTER",2,0,2,"Electrical Malfunction"
"0095931",2015,"NC","Seagrove","27341","MACK",1,0,1,"Unknown"
"0000483",2015,"NC","Southern Pines","28387","New Hampshire",1,0,1,"Unknown"
"1502670",2015,"NC","CASTLE HAYNE","28429","MISHOE",1,0,1,"Smoking"
"3265",2015,"NC","Hubert","28539","Hubert",1,0,1,"Investigation with Arson Module"
"0000386",2015,"NC","Chapel Hill","27516","Smith Level",1,0,1,"Investigation with Arson Module"
"0000956",2015,"NC","ELIZABETH CITY","27909","FEARING",1,0,1,"Unknown"
"321",2015,"NC","Hurdle Mills","27541","Ragland",1,0,1,"Unknown"
"5001546",2015,"NC","Robersonville","27871","Lloyd Corey",1,0,1,"Unknown"
"580",2015,"NC","Tryon","28782","Howard",1,0,1,"Investigation with Arson Module"
"0049001",2015,"NC","SEAGROVE","27341","WOODFERN",1,0,1,"None"
"0082828",2015,"NC","reds","28377","lewis mc neil",2,0,2,"Unknown"
"0066481",2015,"NC","CLINTON","28328","HARPER",1,0,1,"Unknown"
"1502372",2015,"NC","Albemarle","28001","36553 mauldin rd",1,0,1,"Unknown"
"1501792",2015,"NC","Walnut Cove","27052","ROTHROCK",1,0,1,"Unknown"
"2005",2015,"NC","Pilot Mountain","27041","TOWE",1,0,1,"Other Unintentional, Careless"
"2015255",2015,"NC","Henderson","27537","Fulcher Farm",1,0,1,"Intentional"
"0001076",2015,"NC","Apex","27539","Newcomb",1,0,1,"Unknown"
"0001324",2015,"NC","Apex","27539","Sunset Lake",1,0,1,"Cooking"
"0003497",2015,"NC","Raleigh","27603","BENSON",1,0,1,"Unknown"
"0026307",2015,"NC","Garner","27529","AUBURN CHURCH",1,0,1,"Unknown"
"0000771",2015,"NC","HOLLY SPRINGS","27540","CIRCLE",1,0,1,"Electrical Malfunction"
"0009958",2015,"NC","RALEIGH","27601","POOLE",1,0,1,"Intentional"
"0031065",2015,"NC","ROLESVILLE","27571","Roles Saddle",2,0,2,"Intentional"
"0008856",2015,"NC","Knightdale","27545","Aragon",1,0,1,"Smoking"
"0060391",2015,"NC","WILSON","27893","WALNUT",1,0,1,"Heating"
"0060391",2015,"NC","WILSON","27893","WALNUT",1,0,1,"Exposure"
"0060391",2015,"NC","WILSON","27893","WALNUT",1,0,1,"Exposure"
"1514091",2015,"NC","Burnsville","28714","Phipps Creek",1,0,1,"Other Unintentional, Careless"
"0015187",2015,"ND","Keene","58847","116th Ave NW",1,0,1,"None"
"0000129",2015,"ND","VAN HOOK","58763","37TH",1,0,1,"Unknown"
"0000184",2015,"ND","Devils Lake","58301","1",1,0,1,"Smoking"
"0000008",2015,"ND","Martin","58758","213 Ballman",1,0,1,"Unknown"
"0000451",2015,"NE","OMAHA","68132","48TH",1,0,1,"Unknown"
"0023798",2015,"NE","OMAHA","68111","40TH",1,0,1,"Smoking"
"0011005",2015,"NE","LINCOLN","68521","DARKWOOD",2,0,2,"Smoking"
"0003959",2015,"NE","Grand Island","68801","Wheeler",1,0,1,"Unknown"
"0004352",2015,"NE","Grand Island","68801","Boggs",1,0,1,"Smoking"
"0004908",2015,"NE","Grand Island","68801","Sun Valley",1,0,1,"Unknown"
"0000310",2015,"NE","BELLEVUE","68005","IRONWOOD",1,0,1,"Unknown"
"0000807",2015,"NH","Northfield","03276","Oak Hill",1,0,1,"Open Flame"
"473",2015,"NH","NASHUA","03060","WALTHAM",1,0,1,"Unknown"
"2464",2015,"NH","NASHUA","03060","GIROUARD",1,0,1,"Other Unintentional, Careless"
"106",2015,"NH","Pelham","03076","BLACKSTONE",1,0,1,"Unknown"
"0007517",2015,"NH","Concord","03301","RUMFORD",1,0,1,"Unknown"
"0015038",2015,"NH","Danbury","03230","Railroad Drive",1,0,1,"Unknown"
"0002575",2015,"NH","DERRY","03038","BYPASS 28",1,0,1,"Intentional"
"174",2015,"NH","Milton","03851","Depot Pond",1,0,1,"Investigation with Arson Module"
"0001262",2015,"NH","Somersworth","03878","South",1,0,1,"Smoking"
"0000842",2015,"NJ","PLEASANTVILLE","08232","WRIGHT STREET WEST",2,0,2,"Unknown"
"0000842",2015,"NJ","PLEASANTVILLE","08232","WRIGHT STREET WEST",2,0,2,"Exposure"
"0000842",2015,"NJ","PLEASANTVILLE","08232","WRIGHT STREET WEST",2,0,2,"Exposure"
"0000208",2015,"NJ","Garfield","07026","River",1,0,1,"Unknown"
"0000095",2015,"NJ","Eastampton","08060","SMITHVILLE",1,0,1,"Unknown"
"0407302",2015,"NJ","CAMDEN","08103","4th",1,0,1,"Unknown"
"150580",2015,"NJ","Belleville","07109","Bremond",1,0,1,"Smoking"
"0000448",2015,"NJ","Irvington","07111","Chancellor Ave",1,0,1,"Investigation with Arson Module"
"0000530",2015,"NJ","Irvington","07111","21ST ST",1,0,1,"Unknown"
"0000530",2015,"NJ","Irvington","07111","21ST ST",1,0,1,"Exposure"
"418",2015,"NJ","Orange","07050","CENTRAL",2,0,2,"Unknown"
"418",2015,"NJ","Orange","07050","CENTRAL",2,0,2,"Exposure"
"418",2015,"NJ","Orange","07050","CENTRAL",2,0,2,"Exposure"
"0026026",2015,"NJ","JERSEY CITY","07306","SIP AVE",1,0,1,"Other Heat"
"0007771",2015,"NJ","WEEHAWKEN","07086","OAK ST",1,0,1,"Unknown"
"0001635",2015,"NJ","Perth Amboy","08861","Chamberlain",1,0,1,"Unknown"
"0000004",2015,"NJ","Kingston","08528","Cranberry",1,0,1,"Unknown"
"124",2015,"NJ","Eatontown","07724","Throckmorton",1,0,1,"Other Unintentional, Careless"
"0000005",2015,"NJ","Keansburg","07734","35 Shore blvd",1,0,1,"Smoking"
"1045",2015,"NJ","Long Branch","07740","JOLINE",4,0,4,"Intentional"
"0000095",2015,"NJ","Wall Township","07719","Vine",1,0,1,"Smoking"
"01440",2015,"NJ","MORRISTOWN","07960","PINE",1,0,1,"Investigation with Arson Module"
"0000736",2015,"NJ","BRICK TOWNSHIP","08723","BROWER",1,0,1,"Unknown"
"376",2015,"NJ","Paterson","07505","Gould",1,0,1,"Electrical Malfunction"
"5107318",2015,"NJ","Manville","08835","Harrison",2,0,2,"Other Unintentional, Careless"
"00037",2015,"NJ","Stillwater","07875","Middleville",1,0,1,"Electrical Malfunction"
"021",2015,"NJ","StillwaterTownship","07875","Middleville",1,0,1,"Unknown"
"000084",2015,"NJ","Stillwater","07875","Middleville",1,0,1,"None"
"68",2015,"NJ","Sussex","07461","Munson Street",1,0,1,"None"
"71",2015,"NJ","Sussex","07461","Munson",1,0,1,"Unknown"
"0001764",2015,"NJ","ELIZABETH","07201","FAIRMOUNT AVENUE",2,0,2,"Investigation with Arson Module"
"0008501",2015,"NJ","ELIZABETH","07208","GALLOPING HILL ROAD",1,0,1,"Unknown"
"0000172",2015,"NJ","Belvidere","07823","Water",1,0,1,"Unknown"
"0000121",2015,"NJ","Blairstown","07825","94",1,0,1,"Exposure"
"0000057",2015,"NJ","PHILLIPSBURG","08865","HUDSON",1,0,1,"Unknown"
"0000057",2015,"NJ","PHILLIPSBURG","08865","HUDSON",1,0,1,"Exposure"
"011263",2015,"NM","AlbuquerqueCCD","87105","PATTON",1,0,1,"Unknown"
"0007657",2015,"NM","Clovis","88101","5TH",1,0,1,"Investigation with Arson Module"
"0144",2015,"NM","Chaparral","88021","County Road A74",1,0,1,"None"
"0320031",2015,"NM","Alamogordo","88310"," Deleware",1,0,1,"Unknown"
"0001649",2015,"NM","LAS PALOMAS","87901","PALOMA BLANCA ROAD",1,0,1,"Other Unintentional, Careless"
"1501211",2015,"NM","San Acacia","87831","590 Hamingway Loop",2,0,2,"Electrical Malfunction"
"1219015",2015,"NM","Vadito","87579","Camino del Rio",1,0,1,"Intentional"
"5353901",2015,"NV","Las Vegas","89110","SHERRILL",1,0,1,"Intentional"
"5116121",2015,"NV","Clark County","89147","Spring Mountain",1,0,1,"Investigation with Arson Module"
"1751",2015,"NV","Stateline","89449","Ponderosa",1,0,1,"Exposure"
"0000002",2015,"NV","Reno","89521","RHYOLITE",1,0,1,"Electrical Malfunction"
"041189",2015,"NY","ALBANY","12203","FAIRLAWN",1,0,1,"Other Unintentional, Careless"
"0020028",2015,"NY","CUBA","14727","BRISTOL",1,0,1,"None"
"01855",2015,"NY","JOHNSON CITY","13790","FLORAL",2,0,2,"Intentional"
"0000025",2015,"NY","Horseheads","14845","VALLEY",1,0,1,"Investigation with Arson Module"
"0001154",2015,"NY","Poughkeepsie","12603","OLD MANCHESTER",1,0,1,"Electrical Malfunction"
"0004550",2015,"NY","Poughkeepsie","12603","MC KINLEY",1,0,1,"Unknown"
"0001425",2015,"NY","Poughkeepsie","12601","CHURCH ST",1,1,2,"Unknown"
"0001425",2015,"NY","Poughkeepsie","12601","CHURCH ST",1,1,2,"Exposure"
"0001425",2015,"NY","Poughkeepsie","12601","CHURCH ST",1,1,2,"Exposure"
"0000269",2015,"NY","WATERTOWN","13601","Sterling",1,0,1,"Appliances"
"0000933",2015,"NY","WATERTOWN","13601","MORRISON",1,0,1,"Cooking"
"0012437",2015,"NY","New York City","11434","118 RD",1,0,1,"Unknown"
"0070819",2015,"NY","New York City","11217","FLATBUSH AVE",1,0,1,"Unknown"
"0110360",2015,"NY","New York City","11236","E 89 ST",1,0,1,"Unknown"
"0160661",2015,"NY","New York City","10314","ROCKLAND AVE",1,0,1,"Unknown"
"0162538",2015,"NY","New York City","10458","GRANDCONCOURSE",1,0,1,"Unknown"
"0282626",2015,"NY","New York City","11694","SHORE FRONT PKWY",1,0,1,"Smoking"
"0305610",2015,"NY","New York City","11210","BEDFORD AVE",7,0,7,"Unknown"
"0324951",2015,"NY","New York City","10009","2nd Ave",2,0,2,"Unknown"
"0346221",2015,"NY","New York City","11419","LEFFERTS BLVD",1,0,1,"Unknown"
"0738280",2015,"NY","New York City","11210","NOSTRAND AVE",1,0,1,"Unknown"
"0852433",2015,"NY","New York City","10035","E 124 ST",1,0,1,"Unknown"
"0896197",2015,"NY","New York City","11004","265 ST",1,0,1,"Unknown"
"0937206",2015,"NY","New York City","11691","CORNAGA AVE",2,0,2,"Unknown"
"1028089",2015,"NY","New York City","10022","SUTTON PL S",1,0,1,"Unknown"
"1049460",2015,"NY","New York City","10305","ROSEBANK PL",1,0,1,"Unknown"
"1063778",2015,"NY","New York City","11208","LORING AVE",1,0,1,"Unknown"
"1132763",2015,"NY","New York City","10303","BRABANT ST",1,0,1,"Unknown"
"1152294",2015,"NY","New York City","11435","90 AVE",1,0,1,"Unknown"
"1313850",2015,"NY","New York City","11203","E 49 ST",2,0,2,"Unknown"
"1391078",2015,"NY","New York City","11234","E 52 ST",1,0,1,"Unknown"
"1400691",2015,"NY","New York City","11209","79 ST",1,0,1,"Unknown"
"0008405",2015,"NY","ROCHESTER","14609","GARSON AV",1,0,1,"Other Unintentional, Careless"
"0026600",2015,"NY","ROCHESTER","14621","KOSCIUSKO ST",1,0,1,"Unknown"
"0002533",2015,"NY","ROCHESTER","14606","TROLLEY BLVD",1,0,1,"Appliances"
"0000630",2015,"NY","HAMLIN","14464","LOCUST DRIVE",1,0,1,"Unknown"
"0000051",2015,"NY","WEBSTER","14580","HREZENT VIEW LA",1,0,1,"Investigation with Arson Module"
"0000171",2015,"NY","WEBSTER","14580","PEREGRINE WY",1,0,1,"Unknown"
"0001136",2015,"NY","BALDWIN","11510","OLD MILL RD",1,0,1,"Smoking"
"0000562",2015,"NY","LEVITTOWN","11756","WADSWORTH AV",1,0,1,"Other Heat"
"0000836",2015,"NY","Lockport","14094","PARK LANE CIR",1,0,1,"Other Unintentional, Careless"
"3347",2015,"NY","North Tonawanda","14120","Belling",1,0,1,"Unknown"
"0000289",2015,"NY","Baldwinsville","13027","NAYLOR CIR",1,0,1,"Cooking"
"9907623",2015,"NY","SYRACUSE","13208","COURT",1,0,1,"Intentional"
"18",2015,"NY","Albion","14411","Oak Orchard Rd",1,0,1,"Unknown"
"0000043",2015,"NY","HALFMOON","12065","ROUTE 146 DR VILLAGE",1,0,1,"Electrical Malfunction"
"0000032",2015,"NY","Schenectady","12306","Rensselear",1,0,1,"Heating"
"1601828",2015,"NY","Schenectady","12305","Jay",3,0,3,"Other Unintentional, Careless"
"5112075",2015,"NY","Schenectady","12307","Albany",1,0,1,"Other Heat"
"5192287",2015,"NY","Schenectady","12308","Bradley",1,0,1,"Electrical Malfunction"
"5192287",2015,"NY","Schenectady","12308","Bradley",1,0,1,"Exposure"
"0000138",2015,"NY","Hornell City","14843","BENNETT",1,0,1,"Electrical Malfunction"
"0002608",2015,"NY","West Islip","11795","Horton Street",1,0,1,"Intentional"
"0002389",2015,"NY","YONKERS","10701","RIVERDALE AV",1,0,1,"Unknown"
"0000058",2015,"OH","Manchester","45144","2ND",1,0,1,"Electrical Malfunction"
"0002358",2015,"OH","Conneaut","44030","MILL",1,0,1,"Unknown"
"0000008",2015,"OH","MARTINS FERRY","43935","HUGHES",1,0,1,"Open Flame"
"0000022",2015,"OH","SHADYSIDE","43947","HIGHLAND AVE",1,0,1,"Unknown"
"0000022",2015,"OH","SHADYSIDE","43947","HIGHLAND AVE",1,0,1,"Exposure"
"0000123",2015,"OH","Okeana","45053","Mustang",1,0,1,"Unknown"
"0000488",2015,"OH","Woodstock","43084","Main",1,0,1,"Unknown"
"150113",2015,"OH","Medway","45341","Kendig",1,0,1,"Unknown"
"0011435",2015,"OH","Goshen","45122","Stella",1,0,1,"Unknown"
"0103330",2015,"OH","Loveland","45140","Deerfield",1,0,1,"Unknown"
"0000157",2015,"OH","Midland","45148","Hales Branch",2,0,2,"Unknown"
"0000009",2015,"OH","LISBON","44432","HILLTOP",1,0,1,"Unknown"
"150272",2015,"OH","Salem","44460","Third",1,0,1,"Unknown"
"0000079",2015,"OH","East Liverpool","43920","Old Lincoln Hwy",2,0,2,"Unknown"
"536",2015,"OH","Berea","44017","Whitehall",1,0,1,"Unknown"
"5009567",2015,"OH","CLEV","44110","156TH",1,0,1,"Unknown"
"5012209",2015,"OH","CLEV","44102","50TH",1,0,1,"Unknown"
"5037486",2015,"OH","CLEV","44109","GALION",1,0,1,"Unknown"
"5065592",2015,"OH","CLEV","44102","56TH",1,0,1,"Other Heat"
"5065592",2015,"OH","CLEV","44102","56TH",1,0,1,"Exposure"
"5070806",2015,"OH","CLEV","44135","130TH",1,0,1,"Other Heat"
"0000054",2015,"OH","Cleveland Heights","44112","NELA VIEW",1,0,1,"Other Unintentional, Careless"
"0006864",2015,"OH","Euclid","44123","Lake Shore",1,0,1,"Unknown"
"0001225",2015,"OH","MAPLE HTS","44137","JAMES AVE",1,0,1,"Unknown"
"0000346",2015,"OH","North Olmsted","44070","Columbia",2,0,2,"Unknown"
"0002134",2015,"OH","North Olmsted","44070","Gessner",1,0,1,"Unknown"
"0003015",2015,"OH","Berea","44017","Whitehall Drive",1,0,1,"Intentional"
"0001889",2015,"OH","Defiance","43512","RAVINE",1,0,1,"Unknown"
"0001889",2015,"OH","Defiance","43512","RAVINE",1,0,1,"Exposure"
"0000154",2015,"OH","VERMILION","44089","JEFFERSON",1,0,1,"Unknown"
"0001742",2015,"OH","LANCASTER","43130","GOODWIN",1,0,1,"Investigation with Arson Module"
"0000003",2015,"OH","SUGAR GROVE","43155","BRUSHY FORK",5,0,5,"Unknown"
"5031911",2015,"OH","COLUMBUS","43223","SULLIVANT",1,0,1,"Unknown"
"5036578",2015,"OH","COLUMBUS","43213","FOUNTAIN",1,0,1,"Unknown"
"5185615",2015,"OH","COLUMBUS","43207","ELWOOD",1,0,1,"Smoking"
"5086077",2015,"OH","CINC","45220","APJONES ST",1,0,1,"Unknown"
"5147026",2015,"OH","CINC","45211","Gobel",1,0,1,"Open Flame"
"5259001",2015,"OH","CINC","45237","LAWN",1,0,1,"Unknown"
"1500005",2015,"OH","Lincoln Heights","45215","Jackson",1,0,1,"Other Unintentional, Careless"
"0001132",2015,"OH","Cincinnati","45231","ARROWHEAD",1,0,1,"Unknown"
"348",2015,"OH","Cincinnati","45247","Jessup",2,0,2,"Heating"
"2015023",2015,"OH","Kenton","43326","Meadow",1,0,1,"Smoking"
"2015316",2015,"OH","Kenton","43326","Main",1,0,1,"Unknown"
"0000135",2015,"OH","LYNCHBURG","45142","US 50",1,0,1,"Unknown"
"0000063",2015,"OH","NELSONVILLE","45764","CARBON HILL BUCHTEL",1,0,1,"Unknown"
"0000072",2015,"OH","Killbuck","44637","Buckeye",1,0,1,"Unknown"
"0000031",2015,"OH","Rayland","43943","Township 156",3,0,3,"Other Heat"
"0000095",2015,"OH","Steubenville","43952","Lincoln",2,0,2,"Unknown"
"0000095",2015,"OH","Steubenville","43952","Lincoln",2,0,2,"Exposure"
"0000281",2015,"OH","Steubenville","43952","Wellesley",2,0,2,"Unknown"
"0000281",2015,"OH","Steubenville","43952","Wellesley",2,0,2,"Exposure"
"0000281",2015,"OH","Steubenville","43952","Wellesley",2,0,2,"Exposure"
"0000032",2015,"OH","Eastlake","44095","Mannering",1,0,1,"Unknown"
"0000011",2015,"OH","Ironton","45638","County road 21",1,0,1,"Electrical Malfunction"
"0000018",2015,"OH","Union TownshipHebr","43025","Sycamore",1,0,1,"Unknown"
"0000292",2015,"OH","Avon Lake","44012","FOREST HILL",1,0,1,"Unknown"
"0000155",2015,"OH","Elyria","44035","SKYLARK",1,0,1,"Other Unintentional, Careless"
"0000312",2015,"OH","LORAIN","44052","30TH",1,0,1,"Electrical Malfunction"
"0000312",2015,"OH","LORAIN","44052","30TH",1,0,1,"Exposure"
"0000312",2015,"OH","LORAIN","44052","30TH",1,0,1,"Exposure"
"0000384",2015,"OH","LORAIN","44053","ERIE",1,0,1,"Investigation with Arson Module"
"5052219",2015,"OH","TOLEDO","43605","CONSAUL",1,0,1,"Unknown"
"5052910",2015,"OH","TOLEDO","43607","MORAN",1,0,1,"Unknown"
"0002190",2015,"OH","SYLVANIA","43560","Hickory Ridge",1,0,1,"Investigation with Arson Module"
"0028513",2015,"OH","Austintown","44515","TURNER",0,3,3,"Unknown"
"0003739",2015,"OH","BOARDMAN","44512","Border",1,0,1,"Intentional"
"0000094",2015,"OH","Marion","43302","Marion Waldo",1,0,1,"Unknown"
"2015072",2015,"OH","WESTFIELD CENTER","44251","Greenwich",1,0,1,"Smoking"
"0000404",2015,"OH","Medina","44256","Granger",1,0,1,"Other Heat"
"0001935",2015,"OH","TROY","45373","TRADE",1,0,1,"Unknown"
"1500161",2015,"OH","DAYTON","45408","REIST",1,0,1,"Other Unintentional, Careless"
"1500258",2015,"OH","DAYTON","45417","KILMER",1,0,1,"Heating"
"1500258",2015,"OH","DAYTON","45417","KILMER",1,0,1,"Exposure"
"0015008",2015,"OH","New Lebanon","45345","Clayton Rd",2,0,2,"Heating"
"0000003",2015,"OH","PHILO","43771","THIRD ST",1,0,1,"Unknown"
"0000141",2015,"OH","Cumberland","43732","Marietta",1,0,1,"Other Equipment"
"0000486",2015,"OH","Circleville","43113","Lancaster",1,0,1,"Other Heat"
"0000855",2015,"OH","Brimfield","44240","Hunters Ridge",1,0,1,"Intentional"
"21",2015,"OH","West Alexandria","45381","US RT 35",2,0,2,"Investigation with Arson Module"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Cooking"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Exposure"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Exposure"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Cooking"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Exposure"
"0004457",2015,"OH","MANSFIELD","44906","BROOKWOOD",1,0,1,"Exposure"
"2015519",2015,"OH","Fremont","43420","Moore",1,0,1,"Unknown"
"0000148",2015,"OH","NEW BOSTON","45662","oak st",1,0,1,"Unknown"
"0000148",2015,"OH","NEW BOSTON","45662","oak st",1,0,1,"Exposure"
"0000417",2015,"OH","Portsmouth","45662","Bertha",1,0,1,"Smoking"
