"IncidentNO","year","State","City","ZIP","Street","Other","Firefighter","Total","Cause","lon","lat"
"091560",2013,"CA","SF","94116","18TH",3,0,3,"Other Heat",-122.4194155,37.7749295
"3007006",2013,"CA","STOCKTON","95204","ROSELAWN",1,0,1,"Electrical Malfunction",-74.5323795,39.4941665
"2429050",2013,"CA","SAN JOSE","95117","COMMODORE",1,0,1,"Unknown",-121.8863286,37.3382082
"0013274",2013,"CA","Aptos","95003","VIENNA",1,0,1,"Unknown",-121.8994016,36.9771729
"0024444",2013,"CA","Aptos","95003","MONROE",1,0,1,"Unknown",-121.8994016,36.9771729
"9277",2013,"CA","Redding","96003","MARIA",1,0,1,"Unknown",-122.3916754,40.5865396
"9848",2013,"CA","MONTGOMERYCK","96080","HWY 299",1,0,1,"Intentional",,
"2423",2013,"CA","Weed","96094","First",1,0,1,"Heating",-122.3861269,41.4226498
"0000415",2013,"CA","Red Bluff","96080","MAIN",1,0,1,"Cooking",-122.2358302,40.1784886
"0003127",2013,"CA","Red Bluff","96080","SOUTH MAIN",1,0,1,"Investigation with Arson Module",-122.2358302,40.1784886
"3697",2013,"CA","WEAVERVILLE","96093","BARBARA",1,0,1,"Intentional",-122.9419708,40.7309778
"10949",2013,"CA","Terra Bella","93270","R236",2,0,2,"Electrical Malfunction",-119.0442687,35.9624529
"10949",2013,"CA","Terra Bella","93270","R236",2,0,2,"Exposure",-119.0442687,35.9624529
"11255",2013,"CA","Poplar","93257","R191",1,0,1,"Other Unintentional, Careless",-89.0658963,38.6197704
"10279",2013,"CA","Newbury Park","91320","MONTE VISTA",1,0,1,"Unknown",-118.9070887,34.1805403
"36097",2013,"CA","Port Hueneme","93041","MADERA",1,0,1,"Unknown",-119.1951074,34.1477829
"13643",2013,"CO","Strasburg","80136","Piggot",1,0,1,"None",-76.1841226,39.9831559
"330",2013,"CO","ENGLEWOOD","80113","GRANT",1,0,1,"Other Heat",-87.6416419,41.775305
"0091823",2013,"CO","DENVER","80211","24th",1,0,1,"Intentional",-104.990251,39.7392358
"3746",2013,"CO","CASTLE ROCK","80109","HIGHLAND RIDGE",1,0,1,"Unknown",-104.8560902,39.3722121
"1321357",2013,"CO","Colorado Springs","809","1969 WILDWOOD DR",1,0,1,"Unknown",-104.8213634,38.8338816
"0113122",2013,"CO","Florence","81226","Seventh",1,0,1,"Unknown",11.2558136,43.7695604
"0013572",2013,"CO","LOVELAND","80537","DEL NORTE",1,0,1,"Other Unintentional, Careless",-105.8979465,39.6800375
"8907",2013,"CO","FORT COLLINS","80521","MOUNTAIN",1,0,1,"Smoking",-105.084423,40.5852602
"18310",2013,"CO","PUEBLO","81004","EVANS",2,0,2,"Unknown",-104.6091409,38.2544472
"119",2013,"CO","BRECKENRIDGE","80424","STATE HIGHWAY 9",1,0,1,"Unknown",-106.0383518,39.4816537
"0000163",2013,"CT","BLOOMFIELD","06002","DOROTHY DR",1,0,1,"Unknown",-74.1854209,40.8067546
"0041015",2013,"CT","Hartford","06114","WETHERSFIELD",2,0,2,"Unknown",-72.6850932,41.7637111
"0000055",2013,"CT","Plainville","06062","Pine",1,0,1,"Other Unintentional, Careless",-72.8633635,41.6757457
"165",2013,"CT","SUFFIELD","06078","MAPLETON",1,0,1,"Electrical Malfunction",-72.7017741,41.9915062
"165",2013,"CT","SUFFIELD","06078","MAPLETON",1,0,1,"Exposure",-72.7017741,41.9915062
"0006067",2013,"CT","WETHERSFIELD","06109","GLENWOOD",1,0,1,"Other Unintentional, Careless",-72.6596244,41.7063537
"0043676",2013,"CT","NORWALK","06850","PETTOM",1,0,1,"Unknown",-73.4081575,41.117744
"0006610",2013,"CT","MILFORD","06460","SUMMIT",1,0,1,"Unknown",-73.064036,41.2306979
"0000246",2013,"CT","NORTH BRANFORD","06471","PINE VIEW",1,0,1,"Unknown",-72.7673198,41.3275971
"0002404",2013,"CT","West Haven","06516","FIRST AVE",1,0,1,"Unknown",-72.9469711,41.2705484
"0014919",2013,"DE","WILMINGTON","19805","5TH",1,0,1,"Intentional",-77.9447102,34.2257255
"0077252",2013,"DE","Wilmington","19803","Artwin",1,0,1,"Unknown",-77.9447102,34.2257255
"0011244",2013,"FL","CITY OF MIAMI BEACH","33139","EUCLID",2,0,2,"Exposure",-80.1300455,25.790654
"0011996",2013,"FL","CITY OF MIAMI BEACH","33139","OCEAN",1,0,1,"Unknown",-80.1300455,25.790654
"1300360",2013,"FL","Miami","33142","17",1,0,1,"Unknown",-80.1917902,25.7616798
"15231",2013,"FL","Jacksonville","32206","BRIDIER",1,0,1,"Unknown",-81.655651,30.3321838
"19903",2013,"FL","Jacksonville","32216","JADESTONE",1,0,1,"Other Unintentional, Careless",-81.655651,30.3321838
"50589",2013,"FL","Jacksonville","32256","BELLE RIVE",1,0,1,"Unknown",-81.655651,30.3321838
"59242",2013,"FL","Jacksonville","32207","MIMOSA",1,0,1,"Unknown",-81.655651,30.3321838
"91572",2013,"FL","Jacksonville","32216","FOREST",1,0,1,"Unknown",-81.655651,30.3321838
"105138",2013,"FL","Jacksonville","32219","CISCO",1,0,1,"Unknown",-81.655651,30.3321838
"0001560",2013,"FL","Tampa","33634","HOLLOWELL",1,0,1,"Intentional",-82.4571776,27.950575
"0021207",2013,"FL","Riverview","33356","CONE GROVE",1,0,1,"Unknown",-87.8951786,43.0607697
"0068744",2013,"FL","Valrico","33594","OAKHILL VIEW",1,0,1,"Intentional",-82.2420317,27.9462615
"0068867",2013,"FL","Mango","33950","SOUTHWIND",1,0,1,"Other Unintentional, Careless",-82.3064808,27.9797439
"3055925",2013,"FL","ST PETERSBURG","33705","13",1,0,1,"Intentional",30.3350986,59.9342802
"3068486",2013,"FL","ST PETERSBURG","33712","33",1,0,1,"Unknown",30.3350986,59.9342802
"1304682",2013,"FL","LAKE WALES","33859","ABC",1,0,1,"Unknown",-81.5859099,27.9014133
"1312274",2013,"FL","WINTER HAVEN","33880","SNIVELY",2,0,2,"Other Unintentional, Careless",-81.7328567,28.0222435
"0055324",2013,"FL","Winter Haven","33881","IXORA DR",1,0,1,"Other Unintentional, Careless",-81.7328567,28.0222435
"001224",2013,"FL","BOYNTON BEACH","33435","SE 2ND AVE",1,0,1,"Unknown",-80.0905465,26.5317866
"0008665",2013,"FL","DELRAY BEACH","33445","RIVIERA",1,0,1,"Investigation with Arson Module",-80.0728201,26.4614625
"0096491",2013,"FL","PALM BEACH COUNTY","33461","HOLLY LAKE",1,0,1,"Unknown",-80.2767327,26.6514503
"0034974",2013,"FL","ORLANDO","32806","DELLWOOD",1,0,1,"Investigation with Arson Module",-81.3792365,28.5383355
"0053112",2013,"FL","ORLANDO","32805","ARLINGTON",1,0,1,"Other Unintentional, Careless",-81.3792365,28.5383355
"3030386",2013,"FL","Metropolis","11111","RADIANT",1,0,1,"Other Equipment",-88.7319979,37.1511655
"2100023",2013,"FL","DAYTONA BEACH","32114","NOVA",1,0,1,"Unknown",-81.0228331,29.2108147
"0860112",2013,"FL","New Smyrna Beach","32168","Porto",1,0,1,"Unknown",-80.9269984,29.0258191
"0000760",2013,"FL","PENSACOLA","32526","WESTERN",1,0,1,"Unknown",-87.2169149,30.421309
"0014056",2013,"FL","PENSACOLA","32507","PELHAM",1,0,1,"Open Flame",-87.2169149,30.421309
"1109819",2013,"FL","LAUDERHILL","33313","67TH",1,0,1,"Unknown",-80.2133808,26.1403635
"0505704",2013,"FL","DANIA","33004","7TH",1,0,1,"Intentional",-80.1439343,26.052311
"1205091",2013,"FL","LAUDERDALE LAKES","33319","41ST",1,0,1,"Unknown",-80.2083806,26.1664736
"1318763",2013,"FL","OCALA","34471","14TH",1,0,1,"Unknown",-82.1400923,29.1871986
"0023717",2013,"FL","SUMMERFIELD","34491","135th",1,0,1,"Unknown",-82.0204688,29.0075671
"0000003",2013,"FL","Nokomis","34275","Kenwood",1,0,1,"Unknown",-82.4442629,27.1192213
"0000548",2013,"FL","Englewood","34223","Virginia",1,0,1,"Smoking",-87.6416419,41.775305
"0023647",2013,"FL","SANFORD","32773","BEDFORD RD",1,0,1,"None",-81.269453,28.8028612
"0020797",2013,"FL","OVIEDO","32765","East",3,0,3,"Unknown",-81.2081203,28.669997
"0028821",2013,"FL","SANFORD","32773","BEDFORD",1,0,1,"Unknown",-81.269453,28.8028612
"3004774",2013,"FL","CAPE CORAL","33904","13TH",1,0,1,"Other Equipment",-81.9495331,26.5628537
"2017",2013,"FL","St Augustine","32084","1st",1,0,1,"Unknown",-81.3124341,29.9012437
"1300886",2013,"FL","PALATKA","32177","704 OLIVE ST",1,0,1,"Unknown",-81.6375819,29.6485801
"1307174",2013,"FL","Panama City","32401","Buena Vista",1,0,1,"Other Unintentional, Careless",-85.6602058,30.1588129
"1305716",2013,"FL","fort pierce","34946","25 th",1,0,1,"Smoking",-80.3256056,27.4467056
"0033196",2013,"FL","Port St Lucie","34952","Larkwood",1,0,1,"Smoking",-80.3582261,27.2730492
"0003589",2013,"FL","St Cloud","34769","ELM",1,0,1,"Investigation with Arson Module",-94.1632404,45.5579451
"0000506",2013,"FL","HOLIDAY         UN","34690","FLINTWOOD",1,0,1,"Unknown",-73.9660299,40.7524048
"0025739",2013,"FL","ZEPHYRHILLS     UN","33541","LANE",1,0,1,"Intentional",,
"0051158",2013,"FL","PORT RICHEY","34668","SCENIC",1,0,1,"Unknown",-82.7195451,28.2716755
"0000917",2013,"FL","LAKE CITY","32025","BROWN",1,0,1,"Unknown",-82.6392899,30.1896756
"0002054",2013,"FL","LAKE CITY","32025","BROWN",1,0,1,"None",-82.6392899,30.1896756
"1302134",2013,"FL","PACE","32571","PINE MEADOWS",1,0,1,"Heating",-87.1610807,30.5993603
"605",2013,"FL","Gulf BreezeHarold","32563","Pecos Pass",1,0,1,"Unknown",-87.1706449,30.363578
"0001064",2013,"FL","Lake Suzy","34269","EGRET",1,0,1,"Unknown",-82.0422998,27.0429865
"2013023",2013,"FL","Pinetta","32350","Colin Kelly",3,0,3,"Other Unintentional, Careless",-83.3523709,30.5940965
"0201316",2013,"FL","PINETTA","32350","10112 NE COLLIN KELLY HWY",3,0,3,"None",-83.3523709,30.5940965
"1213029",2013,"FL","Perry","32348","James Carlton",1,0,1,"Unknown",-83.5821063,30.1115662
"132312",2013,"FL","Fernandina Beach","32034","CALLE",1,0,1,"Unknown",-81.4625919,30.6696818
"01004",2013,"FL","Metropolis","11111","SENECA",1,0,1,"Unknown",-88.7319979,37.1511655
"0020910",2013,"FL","Destin","32541","Harbor",1,0,1,"Other Unintentional, Careless",-86.4957833,30.3935337
"0000243",2013,"FL","HERNANDO","34442","KENNETT",1,0,1,"Other Equipment",-82.4752757,28.5578826
"0009155",2013,"FL","ESTO","32425","HIGHWAY 2",1,0,1,"Unknown",-85.646044,30.9874036
"0000645",2013,"FL","PUNTA GORDA","33950","SORRENTO",2,0,2,"Electrical Malfunction",-82.0453664,26.9297836
"0013383",2013,"FL","Port Charlotte","33948","RIVIERA LN",1,0,1,"Intentional",-82.0906448,26.9761707
"1300082",2013,"FL","Palm Coast","32164","Utica",3,0,3,"Equipment Misoperation, Failure",-81.2078699,29.5844524
"0005074",2013,"FL","Naples","34113","Mustang",1,0,1,"Electrical Malfunction",-81.7948103,26.1420358
"0000005",2013,"GA","Cochran","31014","HUDSON JONES",1,0,1,"Unknown",-83.3546098,32.3868278
"0000149",2013,"GA","Waynesboro","30830","Savannah",1,0,1,"Cooking",-78.8894682,38.0684692
"0000024",2013,"GA","KINGSLAND","31548","ALVAH BRAZELL LANE",1,0,1,"Appliances",-81.6898261,30.7999563
"0000195",2013,"GA","Carrollton","30117","Foster",1,0,1,"Unknown",-96.8899636,32.9756415
"0001153",2013,"GA","Carrollton","30117","Smith Lake",1,0,1,"Unknown",-96.8899636,32.9756415
"0001441",2013,"GA","Fort Oglethorpe","30742","Beaver",1,0,1,"Unknown",-85.2569,34.9489645
"0000745",2013,"GA","Ringgold","30736","COUNTRY HAVEN",2,0,2,"Unknown",-85.1091173,34.9159099
"0002730",2013,"GA","FORT OGLETHORPE","30742","BEAVER",1,0,1,"Unknown",-85.2569,34.9489645
"0003035",2013,"GA","TUNNEL HILL","30755","JENNIE",1,0,1,"Unknown",-85.0427257,34.8406339
"0020828",2013,"GA","JONESBORO","30236","COACH",1,0,1,"Unknown",-90.704279,35.8422967
"0032174",2013,"GA","JONESBORO","30236","CHICKASAW",1,0,1,"Unknown",-90.704279,35.8422967
"0015417",2013,"GA","MARIETTA","30062","LAKE RILL",1,0,1,"Unknown",-84.5499327,33.952602
"0000007",2013,"GA","Moultrie","31768","11th",1,0,1,"Investigation with Arson Module",-83.7888387,31.1799407
"3000863",2013,"GA","PALMETTO","30268","CALDWELL",1,0,1,"Unknown",-82.5723193,27.5214269
"3009094",2013,"GA","SHARPSBURG","30277","FISCHER",1,0,1,"Investigation with Arson Module",-77.748882,39.4575994
"0000307",2013,"GA","CORDELE","31015","28TH",1,0,1,"Cooking",-83.7823938,31.9635074
"0049430",2013,"GA","Stone Mountain","30088","TIMOR",1,0,1,"Other Unintentional, Careless",-84.170196,33.8081608
"0096070",2013,"GA","Decatur","30034","CHERU",1,0,1,"Smoking",-84.2963123,33.7748275
"0000800",2013,"GA","Albany","31701","4th",1,0,1,"Unknown",-73.7562317,42.6525793
"0003180",2013,"GA","Albany","31705","Dartmouth",1,0,1,"Cooking",-73.7562317,42.6525793
"1384794",2013,"GA","POPULATED BY CAD","30310","LAWTON",1,0,1,"Other Heat",,
"0002924",2013,"GA","COLLEGE PARK","30349","THAXTON",1,0,1,"Unknown",-76.93776,38.9896967
"0003985",2013,"GA","EAST POINT","30344","GILLEM",1,0,1,"Unknown",-84.4393724,33.6795531
"1342356",2013,"GA","LAWRENCEVILLE","30047","LESTER",2,0,2,"Unknown",-74.7249281,40.294186
"0005406",2013,"GA","Gainesville","30501","Lyman",1,0,1,"Cooking",-82.3248262,29.6516344
"0000320",2013,"GA","lavonia","30553","rocky ford",1,0,1,"Unknown",-83.106818,34.4359361
"0002887",2013,"GA","PERRY","31069","ANNAS",1,0,1,"Heating",-83.5821063,30.1115662
"0002887",2013,"GA","PERRY","31069","ANNAS",1,0,1,"Exposure",-83.5821063,30.1115662
"913255",2013,"GA","Hoschton","30548","Jackson Meadows Drive",1,0,1,"Unknown",-83.7612839,34.096496
"224",2013,"GA","Hazlehurst","31539","Davis",3,0,3,"Unknown",-90.3959255,31.8604382
"1307006",2013,"GA","Gray","31032","East Clinton",1,0,1,"Cooking",-100.8903099,35.3352558
"0000909",2013,"GA","Valdosta","31601","West",1,0,1,"Unknown",-83.2784851,30.8327022
"0002541",2013,"GA","Dahlonega","30533","Shenandoah",1,0,1,"Unknown",-83.9843953,34.5261465
"0130040",2013,"GA","Buena Vista","31803","Country Trail",1,0,1,"None",-81.5386842,28.3936186
"0000310",2013,"GA","Chatsworth","30705","HENSLEY",1,0,1,"Intentional",-118.61481,34.2506356
"0002829",2013,"GA","COLUMBUS","31906","HOOD",1,0,1,"Investigation with Arson Module",-82.9987942,39.9611755
"0002788",2013,"GA","DALLAS","30132","OLD HIRAM",1,0,1,"Unknown",-96.7969879,32.7766642
"2013026",2013,"GA","Shellman","39886","College",1,0,1,"Heating",-84.6151965,31.7562765
"0000254",2013,"GA","Augusta","30901","15TH",1,0,1,"Unknown",-82.0105148,33.4734978
"0004978",2013,"GA","Augusta","30906","JORDAN",1,0,1,"Unknown",-82.0105148,33.4734978
"0000173",2013,"GA","CONYERS","30012","PINEDALE",4,0,4,"Intentional",-84.0176904,33.6676103
"0003093",2013,"GA","CONYERS","30094","ADRIAN",1,0,1,"Investigation with Arson Module",-84.0176904,33.6676103
"0013004",2013,"GA","Richland","31825","caboose st",3,0,3,"Cooking",-119.2844621,46.2856907
"0000346",2013,"GA","Americus","31709","Hwy 27",1,0,1,"Unknown",-84.2326876,32.0723861
"0001613",2013,"GA","Thomasville","31792","US Highway 319",1,0,1,"Equipment Misoperation, Failure",-83.9787808,30.8365815
"0000193",2013,"GA","Waycross","31503","Camp Branch",1,0,1,"Unknown",-82.3540178,31.2135511
"0000355",2013,"GA","Dalton","30720","Griffin",2,0,2,"Other Unintentional, Careless",-84.9702228,34.7698021
"0000389",2013,"GA","Dalton","30720","Ashton Woods",1,0,1,"Other Unintentional, Careless",-84.9702228,34.7698021
"0000389",2013,"GA","Dalton","30720","Ashton Woods",1,0,1,"Exposure",-84.9702228,34.7698021
"0000389",2013,"GA","Dalton","30720","Ashton Woods",1,0,1,"Exposure",-84.9702228,34.7698021
"0014439",2013,"HI","HILO","96720","WAINAKU",2,0,2,"Unknown",-155.0884869,19.7070942
"0013802",2013,"HI","Waipahu","96797","APOWALE",2,0,2,"Electrical Malfunction",-158.0091667,21.3866667
"0062359",2013,"HI","Honolulu","96819","Kalihi",1,0,1,"Playing with Heat Source",-157.8583333,21.3069444
"0012286",2013,"HI","Waiehu","96793","KAKAE",1,0,1,"Intentional",-156.5045315,20.9297229
"0000012",2013,"IA","Postville","52162","POST",1,0,1,"Intentional",-91.5682015,43.084702
"0000483",2013,"IA","Boone","50036","Benton",1,0,1,"Unknown",-81.6745517,36.216795
"2013100",2013,"IA","Independence","50644","2nd",1,0,1,"Unknown",-94.4155068,39.0911161
"2013-14",2013,"IA","Kiron","51448","Orange",1,0,1,"Other Heat",-95.327774,42.1955423
"0000961",2013,"IA","West Burlington","52655","Beaverdale",1,0,1,"Other Unintentional, Careless",-91.1565357,40.8250386
"13017",2013,"IA","Wyoming","52362","County Road E45",1,0,1,"Unknown",-107.2902839,43.0759678
"13-120",2013,"IA","West Point","52657","2nd Street St Paul",2,0,2,"Other Unintentional, Careless",-73.9625033,41.3918372
"0000047",2013,"IA","Earlham","50072","170th",1,0,1,"Open Flame",-84.913052,39.8208853
"13-27",2013,"IA","OSKALOOSA","52577","North A Street",1,0,1,"Other Unintentional, Careless",-92.6493595,41.2916728
"13-27",2013,"IA","OSKALOOSA","52577","North A Street",1,0,1,"Exposure",-92.6493595,41.2916728
"0001806",2013,"IA","Urbandale","50322","88TH",1,0,1,"Investigation with Arson Module",-93.7121656,41.6266555
"0001147",2013,"IA","COUNCIL BLUFFS","51503","NORWOOD",1,0,1,"Investigation with Arson Module",-95.8608333,41.2619444
"0001147",2013,"IA","COUNCIL BLUFFS","51503","NORWOOD",1,0,1,"Exposure",-95.8608333,41.2619444
"0001147",2013,"IA","COUNCIL BLUFFS","51503","NORWOOD",1,0,1,"Exposure",-95.8608333,41.2619444
"13-0019",2013,"IA","Gladbrook","50635","230th St",1,0,1,"Heating",-92.715199,42.1877647
"0004491",2013,"IA","SIOUX CITY","51109","WRIGHT",2,0,2,"Cooking",-96.4003069,42.4999942
"0002039",2013,"ID","PRIEST LAKE","83856","HWY 57",1,0,1,"Unknown",-116.8668585,48.5879853
"2013007",2013,"ID","PRIEST RIVER","83856","LARCH",1,0,1,"Unknown",-116.909365,48.1807415
"0013399",2013,"ID","Idaho Falls","83402","ALICE",1,0,1,"Open Flame",-112.0339645,43.4916514
"13-0002",2013,"ID","Nampa","83686","Missouri",1,0,1,"Open Flame",-116.5634624,43.5407172
"0000767",2013,"ID","Orofino","83544","Cedar",5,0,5,"Electrical Malfunction",-116.2551395,46.479347
"253",2013,"ID","Jerome","83338","Fillmore",1,0,1,"Investigation with Arson Module",-112.1137716,34.7489107
"711",2013,"ID","Jerome","83338","6th",1,0,1,"Electrical Malfunction",-112.1137716,34.7489107
"0200317",2013,"ID","Pinehurst","83850","Ohio",1,0,1,"Unknown",-79.4694767,35.1954345
"1301854",2013,"ID","TWIN FALLS","83301","5TH",1,0,1,"Investigation with Arson Module",-114.4608711,42.5629668
"1303176",2013,"ID","TWIN FALLS COUNTY","83301","KENYON",1,0,1,"Heating",-114.6758916,42.335252
"0000026",2013,"IL","Quincy","62301","Maiden",1,0,1,"Other Unintentional, Careless",-71.0022705,42.2528772
"0000002",2013,"IL","Savanna","61074","Vine",1,0,1,"Unknown",-90.1567944,42.0944671
"0004095",2013,"IL","Urbana","61801","Springfield",1,0,1,"Investigation with Arson Module",-88.2072697,40.1105875
"0001842",2013,"IL","Champaign","61820","State",1,0,1,"Investigation with Arson Module",-88.2433829,40.1164204
"0006657",2013,"IL","Champaign","61820","Apricot",1,0,1,"Investigation with Arson Module",-88.2433829,40.1164204
"0000239",2013,"IL","RANTOUL","61866","LETCHWORTH",1,0,1,"Smoking",-88.1558785,40.3083672
"0002863",2013,"IL","EVANSTON","60201","HARTREY",1,0,1,"Unknown",-87.6876969,42.0450722
"6648",2013,"IL","Orland Park","60462","Brassie",1,0,1,"Cooking",-87.8539425,41.6303103
"0000315",2013,"IL","BERWYN","60402","EUCLID",1,0,1,"Unknown",-87.7936685,41.8505874
"1301241",2013,"IL","CHGO HTS","60411","24th",2,0,2,"Unknown",-87.6355995,41.506146
"0010516",2013,"IL","Chicago","60652","KNOX",1,0,1,"Other Heat",-87.6297982,41.8781136
"0044594",2013,"IL","Chicago","60649","SOUTH SHORE",2,0,2,"Unknown",-87.6297982,41.8781136
"0048886",2013,"IL","Chicago","60630","MOBILE",1,0,1,"Unknown",-87.6297982,41.8781136
"0106819",2013,"IL","Chicago","60619","MARYLAND",2,0,2,"Other Heat",-87.6297982,41.8781136
"0107571",2013,"IL","Chicago","60651","WALLER",1,0,1,"Electrical Malfunction",-87.6297982,41.8781136
"0108494",2013,"IL","Chicago","60641","KEDVALE",1,0,1,"Open Flame",-87.6297982,41.8781136
"0141872",2013,"IL","Chicago","60653","BERKELEY",1,0,1,"Unknown",-87.6297982,41.8781136
"0169628",2013,"IL","Chicago","60620","UNION",1,0,1,"Other Heat",-87.6297982,41.8781136
"0192965",2013,"IL","Chicago","60649","79TH",2,0,2,"Other Heat",-87.6297982,41.8781136
"0323291",2013,"IL","Chicago","60624","GLADYS",1,0,1,"Other Heat",-87.6297982,41.8781136
"0613025",2013,"IL","Chicago","60628","DR MARTIN LUTHER KING JR",1,0,1,"Other Heat",-87.6297982,41.8781136
"0670858",2013,"IL","Chicago","60621","EMERALD",2,0,2,"Electrical Malfunction",-87.6297982,41.8781136
"0747377",2013,"IL","Chicago","60617","OGLESBY",1,0,1,"Electrical Malfunction",-87.6297982,41.8781136
"2013061",2013,"IL","Kenney","61749","Kenney",1,0,1,"Unknown",-89.0859189,40.0967053
"0011628",2013,"IL","NAPERVILLE","60540","FIELD",2,0,2,"Investigation with Arson Module",-88.1535352,41.7508391
"0011628",2013,"IL","NAPERVILLE","60540","FIELD",2,0,2,"Exposure",-88.1535352,41.7508391
"0011628",2013,"IL","NAPERVILLE","60540","FIELD",2,0,2,"Exposure",-88.1535352,41.7508391
"0000580",2013,"IL","Addison","60101","Lincoln",1,0,1,"Unknown",-96.8291685,32.96179
"130439",2013,"IL","West Chicago","60185","HARRISON",1,0,1,"Unknown",-88.2039607,41.8847507
"2013004",2013,"IL","christopher","62822","sylvester",2,0,2,"Unknown",,
"0000002",2013,"IL","Dahlgren","62828","200E and 2200N",2,0,2,"Unknown",-77.0510857,38.3312379
"2013185",2013,"IL","Murphysboro","62966","Oak",1,0,1,"Intentional",-89.3350888,37.7644952
"0013033",2013,"IL","Vienna","62995","305 South 5th Street",1,0,1,"Unknown",16.3738189,48.2081743
"0002015",2013,"IL","ELGIN","60123","MCLEAN",1,0,1,"Unknown",-88.2825668,42.0354084
"0002015",2013,"IL","ELGIN","60123","MCLEAN",1,0,1,"Exposure",-88.2825668,42.0354084
"0000056",2013,"IL","essex","60935","211w south street",1,0,1,"Unknown",0.4690888,51.7343313
"0000054",2013,"IL","Marseilles","61341","24th",1,0,1,"Unknown",5.36978,43.296482
"0000009",2013,"IL","SUMNER","62466","ADAMS",1,0,1,"Unknown",-122.2403966,47.2031566
"0000162",2013,"IL","Dixon","61021","Clearview",1,0,1,"Unknown",-121.8232958,38.4454641
"0000162",2013,"IL","Dixon","61021","Clearview",1,0,1,"Exposure",-121.8232958,38.4454641
"0013-41",2013,"IL","GIRARD","62640","CARLINVILLE CUTOFF",2,0,2,"Unknown",-80.7014662,41.1539465
"0000171",2013,"IL","Edwardsville","62025","Pin Oak Rd",1,0,1,"Unknown",-89.953157,38.8114364
"0000043",2013,"IL","South Roxana","62087","Stephenson",1,0,1,"Other Unintentional, Careless",-90.0628834,38.8294924
"1300083",2013,"IL","Worden","62097","Schneider ",1,0,1,"Unknown",-108.1609536,45.959962
"0000196",2013,"IL","Metropolis","62960","5 TH",1,0,1,"Unknown",-88.7319979,37.1511655
"1300010",2013,"IL","ALGONQUIN","60102","IROQUOIS",1,0,1,"Unknown",-88.2942493,42.1655801
"1300021",2013,"IL","ALGONQUIN","60102","IROQUOIS RD",1,0,1,"None",-88.2942493,42.1655801
"1301472",2013,"IL","CRYSTAL LAKE","60014","MOORLAND LN",1,0,1,"Unknown",-88.3161965,42.2411344
"1300431",2013,"IL","HUNTLEY","60142","WOODCREEK",1,0,1,"Other Unintentional, Careless",-88.4281415,42.1680796
"0007653",2013,"IL","BLOOMINGTON","61701","FRONT",1,0,1,"Other Heat",-86.5263857,39.165325
"0001-13",2013,"IL","Fults","62244","Maus Road",1,0,1,"Open Flame",-90.2159496,38.1661647
"13-0013",2013,"IL","JACKSONVILLE","62650","MT ZION ",3,0,3,"Unknown",-81.655651,30.3321838
"2013123",2013,"IL","Du Quoin","62832","Lake",1,0,1,"Equipment Misoperation, Failure",-89.2361935,38.0114393
"1300010",2013,"IL","Percy","62272","810 West Almond",4,0,4,"Intentional",-89.6187089,38.0164398
"0013001",2013,"IL","Sparta","62286","8567 Valley Steel Road",2,0,2,"None",-90.8129118,43.9441328
"0000764",2013,"IL","SPRINGFIELD","62702","9TH",4,0,4,"Electrical Malfunction",-72.5815724,42.1072647
"0015664",2013,"IL","SPRINGFIELD","62703","WASHINGTON",1,0,1,"Smoking",-72.5815724,42.1072647
"0000127",2013,"IL","E St Louis","62203","79th",1,0,1,"Investigation with Arson Module",-90.1506465,38.624514
"0000083",2013,"IL","Freeport","61032","Stephenson",1,0,1,"Unknown",-73.5831835,40.6576022
"0001935",2013,"IL","Morton","61550","White Oak",1,0,1,"Cooking",-89.4592609,40.6128161
"0000200",2013,"IL","Pekin","61554","Cottage Grove",2,0,2,"Unknown",-89.640658,40.5675388
"2013029",2013,"IL","Anna","62906","Wilson",1,0,1,"Unknown",-101.8144042,41.278454
"0000003",2013,"IL","FAIRFIELD","62837","6th",2,0,2,"Appliances",-73.2612615,41.1408363
"0000425",2013,"IL","Rockford","61104","10TH",4,0,4,"Investigation with Arson Module",-89.0939952,42.2711311
"0009440",2013,"IN","Decatur","46733","Piqua",1,0,1,"Other Heat",-84.2963123,33.7748275
"0019573",2013,"IN","FORT WAYNE","46806","SENATE",2,0,2,"Intentional",-85.1393513,41.079273
"0021477",2013,"IN","FORT WAYNE","46803","REYNOLDS",1,0,1,"Cooking",-85.1393513,41.079273
"0000018",2013,"IN","Nashville","47448","Washington",1,0,1,"Smoking",-86.7816016,36.1626638
"0000115",2013,"IN","Henryville","47126","Country Lake Rd",1,0,1,"Other Unintentional, Careless",-85.7677438,38.5417282
"0001066",2013,"IN","MUNCIE","47302","RIVER",1,0,1,"Unknown",-85.3863599,40.1933767
"0001066",2013,"IN","MUNCIE","47302","RIVER",1,0,1,"Exposure",-85.3863599,40.1933767
"0002936",2013,"IN","MUNCIE","47302","WALNUT",1,0,1,"Investigation with Arson Module",-85.3863599,40.1933767
"0000191",2013,"IN","Connersville","47331","32 nd",1,0,1,"Smoking",-85.1410748,39.6411589
"0000650",2013,"IN","Linton","47441","5th ST",1,0,1,"Unknown",-87.1658458,39.0347666
"0000228",2013,"IN","GREENFIELD","46140","WARREN WAY",1,0,1,"Investigation with Arson Module",-88.0125865,42.9614039
